NAME,75_feci_100322,100_rep_110322,101_rep_110322,102_feci_100322,103_rep_110322,104_feci_100322,105_rep_110322,106_110322,Feci_DSS-T0_896_27022024,Feci_DSS-T0_897_27022024,Feci_DSS-T0_T0.5_27022024,Feci_DSS-T0_T0.6_27022024,Feci_DSS-T0_T0.7_27022024,Feci_DSS-T0_T0.8_27022024
Benzeneacetic acid,4.5914557525236225e-05,1.5790216861071506e-05,4.990678143691568e-06,8.887224545724863e-06,8.781756814764208e-06,,5.2609755160149965e-05,,,,,,,
"Benzenepropanoic acid, 3,5-bis(1,1-dimethylethyl)-4-hydroxy-, methyl ester",1.1267313288645191e-05,4.681531061450952e-06,8.781756814764208e-06,1.1426482578242848e-05,5.5271362064019945e-06,1.0090223013501271e-05,1.4020698111584038e-05,1.1426482578242848e-05,,1.663499768393685e-05,8.590763965279978e-06,1.712993889950483e-05,1.6319731375822373e-05,1.950777689971103e-05
Benzoic Acid,1.840242548010774e-05,1.1349022807710562e-05,6.355597017274778e-06,2.2733024276473295e-05,3.574783517355638e-06,2.634354491413347e-05,1.3851734963653215e-05,1.909680534134087e-05,1.6004248595617847e-05,1.2910901587876432e-05,1.2910901587876432e-05,1.950777689971103e-05,1.2552481582839827e-05,1.7837252096182595e-05
beta-Alanine,8.65371511875172e-05,3.506076244015583e-05,5.57881337273308e-06,7.00747777028629e-05,3.610962354003048e-05,5.50700113836064e-05,3.9583887388713506e-05,8.65371511875172e-05,4.501310685479987e-05,1.8431696318303385e-05,3.192279709744911e-05,6.22070394707365e-05,1.353490881026105e-05,9.91039612765908e-05
beta-Arabinopyranose,1.2630604895770523e-05,1.9259430736065112e-05,2.1275246514153338e-05,3.021409263273309e-06,2.268265968366581e-05,5.324556668072494e-06,5.746503900837524e-06,1.481700808026684e-05,,5.2609755160149965e-05,4.1974889587643094e-05,1.4060860764688245e-05,1.2361712542340598e-05,
beta-D-(-)-Ribopyranose,1.916685227788876e-05,3.31249127950806e-05,4.127417515545797e-05,9.76430696312015e-06,,9.13932861152029e-06,2.9132075330914097e-06,1.481700808026684e-05,2.58188919108702e-05,2.6481281622744387e-05,4.346491473329062e-05,3.079034102168166e-05,1.9405511922172748e-05,2.3424094290604043e-05
"beta-D-Galactopyranoside, methyl-, acetate",4.3409539482719576e-06,1.674632091856655e-05,5.50700113836064e-05,3.664666164931017e-05,1.448044567008877e-05,1.7704528510273135e-05,2.4546215061964983e-05,2.7493527683238524e-05,4.84806706359182e-05,,,,1.2121615046448051e-05,
"beta-d-Glucopyranose, 2-(acetylamino)-3,6-anhydro-2-deoxy",1.0324258698440236e-05,1.1027329716359414e-05,1.4525385418252722e-05,1.3783187007718076e-05,1.1349022807710562e-05,2.3077204321855292e-05,2.8752769713837577e-05,2.8217167642401288e-05,2.0260367837100368e-05,2.3774837933029484e-05,1.6319731375822373e-05,1.9582579481758426e-05,2.390479131880753e-05,2.0531363709217492e-05
Butanedioic acid,3.2634861694426885e-05,2.4096179100994253e-05,1.6478647465219975e-05,1.916685227788876e-05,3.0241295039425454e-05,1.6119085755873752e-05,2.4159975028389828e-05,3.7798513932929393e-06,1.644437869995243e-05,1.3980535458479832e-05,1.6769609861166164e-05,1.374323094550116e-05,1.4655672715643905e-05,1.6116447745499385e-05
"Butanoic acid, 3,4-dihydroxy-",2.215707955705869e-05,3.0643550397664366e-05,3.506076244015583e-05,3.290412426307043e-05,3.863927144298118e-05,2.343767946148007e-05,2.1799497860552703e-05,2.5311722434738515e-05,,,,,,
Butyl Succinate,2.343767946148007e-05,5.0652376081904485e-05,5.403590979207592e-05,1.710488269808292e-05,3.4649152282659024e-05,1.055418468828051e-05,1.0926681883116737e-05,3.5284114250543903e-06,1.426652836882352e-05,3.290412426307043e-05,2.7877904856115618e-05,1.3851734963653215e-05,2.809251125659072e-05,1.1122797405308824e-05
Cadaverine,5.163800342382888e-06,2.906237220549846e-05,1.2069064934656574e-05,6.1475581464975165e-06,1.8040411809802693e-05,3.021409263273309e-06,2.0450891638906137e-05,1.5862721772926327e-05,,,,,,
Caffeic acid,2.343767946148007e-05,2.3774837933029484e-05,1.9337441699452236e-05,2.8880050320266787e-05,1.1151599586724558e-05,3.5136347420483384e-05,1.079189482023349e-05,2.336105999158034e-05,,,,,,
Campesterol,2.4479787048082615e-05,2.350750634594179e-05,4.160102815174802e-06,4.515622078239875e-06,1.4713492912393342e-05,6.202204494441844e-06,5.634063006732416e-06,5.376081136488509e-06,,2.3590918401279535e-05,6.26850602475329e-06,,9.76430696312015e-06,1.5159527356068062e-05
Cholesterol,2.475492963339588e-05,1.5494573381808478e-05,3.7798513932929393e-06,5.7092653764501915e-06,6.092911798553189e-06,5.634063006732416e-06,1.1902622933739394e-05,6.33946938621211e-06,8.944570875658423e-06,9.218587644716491e-06,9.13932861152029e-06,1.0324258698440236e-05,9.218587644716491e-06,9.13932861152029e-06
Cinnamic acid,2.7240409777583607e-05,1.836604773354823e-05,1.8225687409092345e-05,2.229532871852334e-05,1.8158082577755487e-05,1.8857357484904782e-05,2.229532871852334e-05,1.7704528510273135e-05,4.275123733094898e-05,,,4.7287296916796654e-05,5.403590979207592e-05,5.50700113836064e-05
"cis,cis,cis-1-Isobutyl-2,5-dimethylcyclohexane",2.4096179100994253e-05,2.4966823180455214e-06,8.4864720895844e-06,2.4601079387057512e-05,1.5163105901636576e-05,9.041886424474951e-06,2.0886291800900666e-05,1.8079635399120293e-05,2.0348783104733775e-05,,1.9823598736468096e-05,2.929972100053881e-05,6.7173371748674375e-06,5.746503900837524e-06
"cis-4,5-Dihydroxy-o-dithiane",1.644437869995243e-05,1.0090223013501271e-05,1.9337441699452236e-05,1.2630604895770523e-05,7.589161735392595e-06,1.055418468828051e-05,1.7825569030535757e-05,2.627467655982801e-05,2.929972100053881e-05,2.229532871852334e-05,2.2632295090858327e-05,2.413643212929012e-05,3.2583451510742636e-05,2.8778991848421128e-05
Citric acid,,3.167052156207146e-06,2.4239294845889594e-06,,,,,1.9337441699452236e-05,1.1027329716359414e-05,1.5712157640367622e-05,1.6225328686497065e-05,1.2078738479918813e-05,1.1757822803850252e-05,1.1027329716359414e-05
Cyclo(L-prolyl-L-valine),5.050446552997043e-06,2.029559696648541e-06,2.6481281622744387e-05,2.185160409217228e-05,2.336105999158034e-05,2.950858757807799e-05,8.781756814764208e-06,5.403590979207592e-05,1.3497197160403351e-05,1.251816528613377e-05,1.2422801951330743e-05,1.1902622933739394e-05,1.2971636406337924e-05,1.2283094544721137e-05
Cyclohexanecarboxylic acid,,4.631037028103475e-06,,,,,,7.469526066809781e-05,,,,6.988409252482789e-06,,3.422792770823838e-05
Cyclohexanemethanol,2.789027046413348e-05,2.2350742716287636e-05,2.181020454101858e-05,2.3298025692556636e-05,2.4546215061964983e-05,2.7591092840337517e-05,3.5854773486895653e-05,1.8816337440787732e-05,1.712993889950483e-05,2.2632295090858327e-05,1.7654052911001316e-05,1.707982649666101e-05,1.9259430736065112e-05,7.953955966237243e-06
Cyclohexanol,6.7173371748674375e-06,1.5494573381808478e-05,1.0056623879012304e-05,4.116822187794638e-06,4.781488633928806e-06,5.746503900837524e-06,2.810408004697273e-05,1.7056843290288054e-05,2.1275246514153338e-05,2.970671668301444e-05,8.944570875658423e-06,2.2927331340685753e-05,3.268627187811113e-05,2.443648641177992e-05
"Cyclopenta[g]-2-benzopyran, 1,3,4,6,7,8-hexahydro-4,6,6,7,8,8-hexamethyl",2.576605936152483e-05,2.5968462607703692e-06,2.5968462607703692e-06,1.710488269808292e-05,4.723781184029817e-06,7.830005257814367e-06,1.2392257246835673e-05,1.5487081374959183e-05,1.3851734963653215e-05,1.2078738479918813e-05,1.5712157640367622e-05,1.2910901587876432e-05,1.443146594474264e-05,1.3683637895790984e-05
"Cyclopentanone, 2,4,4-trimethyl",1.3224544253949004e-05,8.73363541373711e-06,1.114946054461343e-05,1.6723031975966938e-05,9.443123413624266e-06,1.35160529853322e-05,1.665645620681664e-05,1.054808719348354e-05,,,,,,
Cytosine,1.7922328777662263e-05,4.62427317050719e-05,2.7877904856115618e-05,2.620625814779149e-05,1.963255266781687e-05,2.7877904856115618e-05,4.84806706359182e-05,3.3356186281286075e-05,4.7287296916796654e-05,3.4461637679166565e-05,2.5311722434738515e-05,0.0001648289890162,2.3424094290604043e-05,3.0241295039425454e-05
D-(-)-Citramalic acid,6.2353552595975666e-06,1.9834363825530043e-05,9.13932861152029e-06,6.7173371748674375e-06,5.163800342382888e-06,7.589161735392595e-06,9.090607517997622e-06,1.0023024744523334e-05,,,,,,
D-(-)-Fructofuranose,1.880026884153127e-05,7.743995116992935e-05,3.0241295039425454e-05,8.65371511875172e-05,0.0001148666903839,7.469526066809781e-05,7.743995116992935e-05,6.686423142171753e-05,5.403590979207592e-05,4.346491473329062e-05,4.7287296916796654e-05,5.403590979207592e-05,5.9080782430912375e-05,5.6920350543708695e-05
D-(-)-Fructopyranose,3.150879501328838e-05,2.0886291800900666e-05,2.4213042888006257e-05,2.5713226812179467e-05,2.9963994925811656e-05,2.229532871852334e-05,2.3013007459322897e-06,2.980205086426968e-05,2.834182402821186e-05,8.829878215791306e-06,1.4861771818347083e-05,2.2406156714051934e-05,5.2609755160149965e-05,5.976994457161354e-06
D-(-)-Ribofuranose,3.727730647654299e-05,0.0001148666903839,9.06926295686928e-05,3.753720025373202e-05,5.163798424280938e-05,3.2583451510742636e-05,3.290412426307043e-05,3.5211932400810944e-05,2.283356821562838e-05,9.277628608016003e-06,9.76430696312015e-06,3.31249127950806e-05,3.9583887388713506e-05,2.215707955705869e-05
D-(+)-Galactopyranose,3.4649152282659024e-05,3.753720025373202e-05,4.954047227988588e-05,5.2609755160149965e-05,4.792990000527625e-05,4.127417515545797e-05,4.792990000527625e-05,6.541244802233047e-06,7.469526066809781e-05,7.743995116992935e-05,,0.000210377712343,9.06926295686928e-05,7.00747777028629e-05
D-(+)-Glucosamine,1.811575036910947e-05,3.150879501328838e-05,1.916685227788876e-05,2.252529024626025e-05,2.336105999158034e-05,2.6988523191489027e-05,1.4173255998366189e-05,2.950858757807799e-05,5.0652376081904485e-05,3.091647076433165e-05,,6.533706357603628e-05,3.358745976749155e-05,4.84806706359182e-05
"D-(+)-Ribono-1,4-lactone ",1.443146594474264e-05,2.4096179100994253e-05,4.501310685479987e-05,2.6481281622744387e-05,3.687793914310128e-05,2.2537418933870495e-05,2.215707955705869e-05,2.8599266972824817e-05,7.743995116992935e-05,8.65371511875172e-05,,,,
D-(+)-Talofuranose,0.0001148666903839,4.975736036985638e-06,0.0001247429022167,6.22070394707365e-05,9.91039612765908e-05,1.934738244011885e-05,5.6920350543708695e-05,2.510241164058273e-05,,1.5869275636717064e-05,6.879817174017473e-06,9.91039612765908e-05,6.541244802233047e-06,
D-Allofuranose,,,,,,,,3.467618557350257e-07,1.3980535458479832e-05,1.353490881026105e-05,9.041886424474951e-06,9.13932861152029e-06,7.450931260522225e-06,8.590763965279978e-06
D-Arabinose,2.6081137884611907e-05,3.422792770823838e-05,2.748179040098093e-05,2.669672317085981e-05,2.847054550051834e-05,1.055418468828051e-05,1.4861771818347083e-05,1.3497197160403351e-05,,2.58188919108702e-05,2.834182402821186e-05,,4.954047227988588e-05,
Decanoic acid,4.515622078239875e-06,2.798520805635317e-05,7.623300396063313e-06,4.069419579927048e-06,1.5860914310952894e-05,4.2306914384668435e-06,1.1426482578242848e-05,5.11124540177587e-06,3.1710860085391355e-05,1.3256191035062838e-05,1.2552481582839827e-05,1.1757822803850252e-05,1.22288661542631e-05,1.0926681883116737e-05
Decyl oleate,4.680512051932894e-07,2.4096179100994253e-05,5.723450699934834e-06,,2.313973378450096e-05,,9.248108126366247e-06,,1.3647786235958917e-05,1.4097453364997956e-05,1.2971636406337924e-05,9.704946581785091e-06,,8.944570875658423e-06
Dehydroabietic acid,1.9259430736065112e-05,1.2992483356046895e-06,7.766967961267407e-07,6.61006474988769e-05,1.0915302139903211e-05,4.426054320388334e-05,,2.2348995980876115e-05,1.1122797405308824e-05,1.045478783687502e-05,1.9213141506976933e-05,,1.2630604895770523e-05,9.704946581785091e-06
Deoxycholic Acid,2.6507033255156247e-05,1.4332355294502138e-05,1.4401865721083628e-05,1.2725837388665158e-05,4.631037028103475e-06,6.879817174017473e-06,2.6481281622744387e-05,6.33946938621211e-06,,,,,,
Deoxyribopyranose,2.2611114771137555e-06,1.4169320725281462e-07,,,,,2.493042496496281e-05,4.3950547188156935e-06,,6.7173371748674375e-06,7.2138788215239956e-06,1.4372265497424615e-05,,
"D-Erythro-Pentitol, 2-deoxy-",4.723781184029817e-06,,2.258485701236441e-05,2.4239294845889594e-06,,2.8778991848421128e-05,3.1564037196736394e-06,,9.041886424474951e-06,2.7192928148823935e-05,1.7523243378091448e-05,2.159440673801431e-05,1.5869275636717064e-05,6.092911798553189e-06
"D-Erythro-Pentofuranose, 2-deoxy-1,3-bis-O-posphate",1.936042358264363e-06,1.079189482023349e-05,,1.079189482023349e-05,2.281206111523022e-06,2.4966823180455214e-06,4.0251084634536926e-06,4.7287296916796654e-05,3.559992343376083e-05,3.400018344535604e-05,1.934738244011885e-05,3.358745976749155e-05,,3.559992343376083e-05
d-Erythrotetrofuranose,3.23059920168965e-06,1.7654052911001316e-05,1.3060549964127389e-05,,,,,4.493466542271954e-06,,2.809251125659072e-05,,2.6988523191489027e-05,6.879817174017473e-06,1.3427383714117782e-05
Desmethylverapamil,1.2992483356046895e-06,3.411965807941497e-06,4.845379026198361e-06,,7.766967961267407e-07,,8.65371511875172e-05,3.1141535472581485e-06,,,,,,
D-Fructose,8.393320837173485e-06,1.7418748926552642e-05,1.3436640228810088e-05,3.3532277522776966e-06,2.4966823180455214e-06,1.6119085755873752e-05,1.3021038485423484e-05,2.0595057609042803e-05,,8.258279059646372e-06,7.00747777028629e-05,1.6225328686497065e-05,1.6225328686497065e-05,7.743995116992935e-05
D-Fucitol,,2.677224729048848e-06,,,5.422453129935512e-06,2.736993327458843e-06,,,1.2829340593435547e-05,,1.707982649666101e-05,1.054808719348354e-05,1.4097453364997956e-05,1.2006841277602862e-05
D-Glucose,1.0056623879012304e-05,2.201152678220468e-05,2.116270788611208e-05,3.091647076433165e-05,3.0783454061225895e-05,3.0716945709673016e-05,5.5271362064019945e-06,1.6115341675871434e-05,2.906237220549846e-05,4.558638334540055e-05,3.091647076433165e-05,4.075014289139489e-05,,2.6988523191489027e-05
Dihydrouracil,1.2078738479918813e-05,1.0324258698440236e-05,2.4213042888006257e-05,0.0001148666903839,1.6170888215998225e-05,9.36026302870934e-05,8.475331466299738e-06,5.93531056188585e-06,2.7192928148823935e-05,2.6869214686453195e-05,2.2927331340685753e-05,2.6343094971864535e-05,1.800740545914193e-05,2.2537418933870495e-05
Dihydroxyacetone,2.2880449778157066e-05,1.426652836882352e-05,3.181682859142023e-05,1.873429735255363e-05,3.2520754294336424e-05,1.836604773354823e-05,1.9460812685940265e-05,1.8079635399120293e-05,3.091647076433165e-05,4.7287296916796654e-05,2.950858757807799e-05,5.9080782430912375e-05,2.970671668301444e-05,1.3647786235958917e-05
"Dimethyl hexopyranosiduronate, alpha-D",3.2292539494155514e-05,0.000210377712343,,1.7015225490899035e-06,1.6889829704381304e-07,3.1141535472581485e-06,2.533614799420995e-05,4.501310685479987e-05,,,,7.330555452571142e-06,,4.954047227988588e-05
DL-Phenylalanine,1.235586967946416e-05,3.4649152282659024e-05,1.427948673020159e-05,1.3851734963653215e-05,2.5887454766151265e-05,1.3798916561898663e-05,4.62427317050719e-05,2.627467655982801e-05,3.290412426307043e-05,1.6769609861166164e-05,2.3298025692556636e-05,2.452308768438531e-05,1.4954651554609224e-05,2.906237220549846e-05
D-Mannopyranose,,4.1974889587643094e-05,3.091647076433165e-05,3.4799782986616144e-06,2.970671668301444e-05,2.3604510654678272e-06,,,2.1474984370333077e-05,1.2686874670412843e-05,2.42896536467224e-05,1.7330099864400886e-05,1.3139572921535198e-05,1.2829340593435547e-05
D-Mannose,5.051490468464879e-07,,,,,,,,2.2632295090858327e-05,2.517476152830188e-05,2.116270788611208e-05,2.8880050320266787e-05,3.091647076433165e-05,2.229532871852334e-05
Dodecanamide,9.277628608016003e-06,6.293714422288688e-06,8.781756814764208e-06,1.7922328777662263e-05,7.272217137047569e-06,1.2143831100590792e-05,1.7196636882400638e-05,1.3427383714117782e-05,,,7.469526066809781e-05,8.65371511875172e-05,,
"Dodecanoic acid, isooctyl ester",5.11124540177587e-06,1.2171694124660409e-06,,4.248725036044306e-06,4.845379026198361e-06,,,1.0859288351675112e-05,,,8.65371511875172e-05,,,
Dodecanoic acid,8.662199689508543e-06,3.3058251089819553e-06,1.1790367430650203e-05,4.317767916470863e-06,3.868473704894402e-06,3.7798513932929393e-06,4.723781184029817e-06,3.0241295039425454e-05,,,,,,
D-Psicofuranose,2.6507033255156247e-05,,2.029559696648541e-06,3.1564037196736394e-06,3.938520390995757e-05,3.610962354003048e-05,2.330812774343577e-05,,8.590763965279978e-06,7.953955966237243e-06,,,5.803970515719202e-06,
D-Ribofuranose,,,5.163800342382888e-06,,2.9132075330914097e-06,,,,,6.686423142171753e-05,,,0.0001148666903839,
D-Ribose,,,,,,9.443123413624266e-06,,3.160982754933987e-05,6.092911798553189e-06,,,1.968252585387532e-05,3.079034102168166e-05,3.506076244015583e-05
D-Xylopyranose,,,,,,,,,,,,,0.0001247429022167,
D-Xylose,2.2018711739793873e-05,3.226626270078242e-05,2.9607652130546215e-05,4.7287296916796654e-05,2.778915006790486e-05,2.6869214686453195e-05,1.9901273764889943e-05,1.0090223013501271e-05,1.2552481582839827e-05,3.4649152282659024e-05,2.413643212929012e-05,3.559992343376083e-05,3.4461637679166565e-05,1.5789217306129828e-05
"Erythrono-1,4-lactone",2.6869214686453195e-05,4.075014289139489e-05,3.5211932400810944e-05,3.422792770823838e-05,4.162453237155054e-05,2.595601762143232e-05,2.970671668301444e-05,3.422792770823838e-05,3.422792770823838e-05,6.22070394707365e-05,4.792990000527625e-05,4.275123733094898e-05,3.727730647654299e-05,2.950858757807799e-05
Ethanolamine,5.163798424280938e-05,1.9460812685940265e-05,3.4649152282659024e-05,3.506076244015583e-05,3.290412426307043e-05,4.501310685479987e-05,3.776279473693108e-05,4.84806706359182e-05,2.185160409217228e-05,3.422792770823838e-05,1.0926681883116737e-05,4.501310685479987e-05,1.0659679034482969e-05,3.400018344535604e-05
Ethyl alpha-D-glucopyranoside,,2.7390093885010735e-05,4.62427317050719e-05,3.2583451510742636e-05,1.7588648144546383e-05,1.181295704000794e-05,6.879817174017473e-06,1.63820550378874e-05,,,,,1.5090261259838827e-05,6.202204494441844e-06
Ethyl glycolate,1.35160529853322e-05,1.4712561679349532e-05,7.00747777028629e-05,2.517476152830188e-05,1.5494573381808478e-05,2.012615293327386e-05,8.590763965279978e-06,1.3192897472835172e-05,2.390479131880753e-05,1.6004248595617847e-05,2.390479131880753e-05,2.3590918401279535e-05,,1.6960764474698314e-05
Ferulic acid,2.0102003582969643e-05,4.346491473329062e-05,2.8907138124728793e-05,3.727730647654299e-05,2.2880449778157066e-05,2.283130794426248e-05,1.665645620681664e-05,2.5887454766151265e-05,1.2422801951330743e-05,4.501310685479987e-05,2.2537418933870495e-05,1.688621935250256e-05,2.095649848611732e-05,1.3256191035062838e-05
"Gluconolactone (3R,4S,5R,6R)",4.471311006304033e-06,1.7418748926552642e-05,,7.2138788215239956e-06,1.3461207374172828e-05,8.829878215791306e-06,7.589161735392595e-06,2.434641496804444e-05,1.054808719348354e-05,1.5159527356068062e-05,1.181295704000794e-05,1.4655672715643905e-05,,1.2361712542340598e-05
Glucopyranose,,,8.577534420262301e-07,,,,,,1.7246682269035824e-05,2.0886291800900666e-05,,2.185160409217228e-05,2.2054247857428408e-05,1.6225328686497065e-05
Glyceric acid,2.343767946148007e-05,1.22288661542631e-05,1.369155169241702e-05,2.350750634594179e-05,2.3756849217705513e-05,1.6119085755873752e-05,4.127417515545797e-05,3.0643550397664366e-05,1.3256191035062838e-05,2.906237220549846e-05,4.954047227988588e-05,1.7523243378091448e-05,2.1275246514153338e-05,1.353490881026105e-05
Glycerol monostearate,1.1122797405308824e-05,6.293714422288688e-06,1.3060549964127389e-05,2.198317562215934e-05,8.475331466299738e-06,1.6478647465219975e-05,1.4772244342186592e-05,1.2211191915144096e-05,,0.000210377712343,,,,
Glycerol tricaprylate,,3.100699060008992e-05,5.2225381888871285e-06,,2.809251125659072e-05,,4.317767916470863e-06,1.971852029410025e-06,,,7.589161735392595e-06,7.743995116992935e-05,,
Glycerol,2.6507033255156247e-05,4.127417515545797e-05,3.290412426307043e-05,4.0251084634536926e-06,5.6920350543708695e-05,1.307044056450904e-05,1.436304167481794e-06,2.405383930915697e-05,1.8158082577755487e-05,4.1974889587643094e-05,3.31249127950806e-05,2.989738504552492e-05,2.5713226812179467e-05,2.3202263247146625e-05
Glycolic acid,1.294126899710718e-05,1.1223857528392744e-05,1.6170888215998225e-05,1.6028994608052693e-05,1.6705355020812007e-05,1.7704528510273135e-05,1.5159527356068062e-05,1.5159527356068062e-05,2.3774837933029484e-05,2.0531363709217492e-05,2.4679071089729713e-05,2.0102003582969643e-05,1.9026758404792984e-05,1.89144461282783e-05
"Guanidine, N,N-dimethyl",1.235586967946416e-05,6.036581772471855e-06,8.163603001807859e-06,1.7595941370518887e-05,9.218587644716491e-06,1.4579608703051316e-05,1.6115341675871434e-05,7.589161735392595e-06,1.4372265497424615e-05,1.55027119377882e-05,1.426652836882352e-05,1.4097453364997956e-05,1.5712157640367622e-05,1.4525385418252722e-05
"Gulonic acid, gamma-lactone",1.789660733847541e-06,2.283356821562838e-05,6.975847238615097e-06,5.486343512439554e-06,5.7874234617884066e-06,4.990678143691568e-06,3.574783517355638e-06,3.740725336513751e-05,,,,,,
Heptadecanoic acid,8.475331466299738e-06,4.116822187794638e-06,4.116822187794638e-06,8.011441455103292e-06,4.471311006304033e-06,6.541244802233047e-06,5.889954054146709e-06,1.8423418974549783e-05,1.2971636406337924e-05,1.3307026984933546e-05,1.3427383714117782e-05,1.2283094544721137e-05,1.3497197160403351e-05,1.2422801951330743e-05
Hexacosanoic acid,1.5789217306129828e-05,7.657439056734032e-06,,2.0083090917598144e-05,1.182446759253253e-05,,9.76430696312015e-06,1.40791570648431e-05,,,,,,
"Hexadecanoic acid, 4-hydroxybutyl ester",,,,,,,,,,,1.22288661542631e-05,,,1.3497197160403351e-05
"Hexadecanoic acid, ethyl ester",3.4459720533015555e-06,,2.8730183291815375e-06,4.561994165419624e-06,2.281206111523022e-06,3.966370409353838e-06,,3.574783517355638e-06,1.1349022807710562e-05,1.1757822803850252e-05,1.1902622933739394e-05,1.1027329716359414e-05,1.0926681883116737e-05,1.1349022807710562e-05
"Hexadecanoic acid, methyl ester",8.829878215791306e-06,3.574783517355638e-06,5.9340863577313046e-06,5.976994457161354e-06,4.932970694458915e-06,5.050446552997043e-06,6.202204494441844e-06,8.590763965279978e-06,1.2006841277602862e-05,1.22288661542631e-05,1.2121615046448051e-05,1.1349022807710562e-05,1.1349022807710562e-05,1.1757822803850252e-05
"Hexadecanoic acid, tetradecyl ester",,2.765850783786901e-07,,,,,,4.680512051932894e-07,,,5.976994457161354e-06,,3.400018344535604e-05,
Hexanedioic acid,1.9582579481758426e-05,5.803970515719202e-06,1.2069064934656574e-05,2.3774837933029484e-05,9.704946581785091e-06,1.1151599586724558e-05,1.455902561909391e-05,1.9337441699452236e-05,9.76430696312015e-06,9.443123413624266e-06,1.0324258698440236e-05,1.079189482023349e-05,9.041886424474951e-06,9.544911242431532e-06
Hexanoic acid,1.9405511922172748e-05,5.11124540177587e-06,1.3224544253949004e-05,2.7192928148823935e-05,3.6726802560237342e-06,2.2054247857428408e-05,1.4020698111584038e-05,1.3281609009998192e-05,,,,,,
"Hexonic acid, 3-deoxy-, gamma-lactone",2.0531363709217492e-05,1.361846271992069e-05,,2.116270788611208e-05,1.5860914310952894e-05,,2.701688867558872e-05,1.3647786235958917e-05,1.0090223013501271e-05,9.544911242431532e-06,,8.393320837173485e-06,,1.6004248595617847e-05
"Hydantoin, 5-hydroxy",3.4344782693702475e-05,1.6220502602606276e-05,3.181682859142023e-05,7.743995116992935e-05,2.2880449778157066e-05,6.533706357603628e-05,1.573534360876237e-05,9.218587644716491e-06,9.91039612765908e-05,,,,0.0001648289890162,
Hydracrylic acid,2.116270788611208e-05,1.45926658199351e-05,2.405383930915697e-05,2.413643212929012e-05,2.268265968366581e-05,2.1534695554173693e-05,1.9460812685940265e-05,2.0253151075137407e-05,4.346491473329062e-05,1.7402903537165592e-05,2.517476152830188e-05,1.880026884153127e-05,2.0150302283578077e-05,3.4649152282659024e-05
Hydroquinone,1.7922328777662263e-05,2.0215364202095466e-05,2.012615293327386e-05,1.3224544253949004e-05,1.93373908551913e-05,1.710488269808292e-05,1.892822663409493e-05,1.3281609009998192e-05,1.9405511922172748e-05,1.8595532697554464e-05,2.620625814779149e-05,1.9026758404792984e-05,1.968252585387532e-05,1.83731546419121e-05
Hymexazole,7.953955966237243e-06,1.3683637895790984e-05,2.181020454101858e-05,1.880026884153127e-05,1.6705355020812007e-05,2.4031687585751537e-05,1.1075063560834118e-05,2.5887454766151265e-05,2.229532871852334e-05,2.7700395279694107e-05,2.595601762143232e-05,2.283356821562838e-05,2.215707955705869e-05,2.0658751508868113e-05
Idoxuridine ,2.029559696648541e-06,,9.150901367631356e-07,3.23059920168965e-06,,4.960793930279709e-06,1.665645620681664e-05,1.1180401768140297e-05,,3.2292539494155514e-05,1.8595532697554464e-05,2.5713226812179467e-05,1.8073418160463454e-05,1.1426482578242848e-05
"Inosose-2, myo",8.068926943969344e-06,9.211848288084262e-06,1.99102828113574e-05,1.2175240600355577e-05,1.0915302139903211e-05,1.4579608703051316e-05,5.2225381888871285e-06,3.740725336513751e-05,1.3385339811909132e-05,1.707982649666101e-05,1.1349022807710562e-05,1.181295704000794e-05,1.6116447745499385e-05,1.6723031975966938e-05
Isocitric acid lactone,1.2829340593435547e-05,9.211848288084262e-06,1.4742403010768062e-05,1.6319731375822373e-05,1.3134303652959803e-05,1.3313767803771692e-05,2.294603462605647e-05,1.2392257246835673e-05,1.800740545914193e-05,1.7246682269035824e-05,,2.3202263247146625e-05,,3.079034102168166e-05
Isonicotinic Acid,1.3980535458479832e-05,1.6530764204792268e-05,1.7330099864400886e-05,1.9823598736468096e-05,1.7588648144546383e-05,1.9151013806248954e-05,2.0450891638906137e-05,1.4219892183594853e-05,,5.50700113836064e-05,,,,
Isopropyl myristate,7.589161735392595e-06,2.736993327458843e-06,1.1790367430650203e-05,1.181295704000794e-05,1.5163105901636576e-05,6.26850602475329e-06,3.4461637679166565e-05,9.090607517997622e-06,1.4525385418252722e-05,1.3851734963653215e-05,1.3256191035062838e-05,1.2686874670412843e-05,1.3427383714117782e-05,1.3851734963653215e-05
Isopropyl palmitate,5.441001963542632e-06,9.4940173280279e-06,1.7056843290288054e-05,1.2552481582839827e-05,1.6705355020812007e-05,8.475331466299738e-06,3.0716945709673016e-05,5.324556668072494e-06,5.746503900837524e-06,1.3683637895790984e-05,1.4173255998366189e-05,1.3497197160403351e-05,1.374323094550116e-05,1.3980535458479832e-05
Itaconic acid,1.6170888215998225e-05,1.782040887599989e-05,2.095649848611732e-05,1.1349022807710562e-05,2.01274101474737e-05,4.905147458638121e-06,3.0056428297016256e-05,1.4653633404976178e-05,5.9080782430912375e-05,,2.906237220549846e-05,,1.3589139203882464e-05,
